season,school,player_name,jersey_number,position,class_year,height,weight,hometown,high_school,profile_url,roster_url,team_record_2025,team_w_2025,team_l_2025,team_t_2025
2025,UC Santa Barbara,Danilo Dragovic,20,"Attacker ATT 6'1"" 185 lbs",So.,6-1,,"Budva, Montenegro",,https://ucsbgauchos.com/sports/mens-water-polo/roster/danilo-dragovic/7587,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17,14,
2025,UC Santa Barbara,Danilo Dragovic,20,"Attacker ATT 6'1"" 185 lbs",So.,6-1,,"Budva, Montenegro",,https://ucsbgauchos.com/sports/mens-water-polo/roster/danilo-dragovic/7587,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17,14,
2025,UC Santa Barbara,Brock Zamanian,21,"Attacker ATT 6'3"" 205 lbs",R-Sr.,6-3,,"Orinda, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/brock-zamanian/7604,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17,14,
2025,UC Santa Barbara,Brock Zamanian,21,"Attacker ATT 6'3"" 205 lbs",R-Sr.,6-3,,"Orinda, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/brock-zamanian/7604,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17,14,
2025,UC Santa Barbara,Oliver Sherwood,23,"Attacker ATT 6'0"" 185 lbs",R-Fr.,6-0,,"Orinda, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/oliver-sherwood/7602,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17,14,
2025,UC Santa Barbara,Oliver Sherwood,23,"Attacker ATT 6'0"" 185 lbs",R-Fr.,6-0,,"Orinda, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/oliver-sherwood/7602,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17,14,
2025,UC Santa Barbara,Finn Genc,41,"Attacker ATT 5'11"" 180 lbs",Jr.,5-11,,"Newport Beach, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/finn-genc/7588,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17,14,
2025,UC Santa Barbara,Finn Genc,41,"Attacker ATT 5'11"" 180 lbs",Jr.,5-11,,"Newport Beach, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/finn-genc/7588,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17,14,
2025,UC Santa Barbara,Sean Keane,98,"Utility UTL 6'4"" 200 lbs",Fr.,6-4,,"San Diego, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/sean-keane/7609,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17,14,
2025,UC Santa Barbara,Sean Keane,98,"Utility UTL 6'4"" 200 lbs",Fr.,6-4,,"San Diego, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/sean-keane/7609,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17,14,
2025,UC Santa Barbara,Jake Reinke,99,"Attacker ATT 6'1"" 180 lbs",Fr.,6-1,,"Menlo Park, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/jake-reinke/7608,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17,14,
2025,UC Santa Barbara,Jake Reinke,99,"Attacker ATT 6'1"" 180 lbs",Fr.,6-1,,"Menlo Park, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/jake-reinke/7608,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17,14,
2025,Long Beach State,William Whitstone,1,Goalie,Junior,6-4,,"San Jose, Calif.",,https://longbeachstate.com/sports/mens-water-polo/roster/william-whitstone/9544,https://longbeachstate.com/sports/mens-water-polo/roster,,,,
2025,Long Beach State,Joe Jenness,1A,Goalie,Sophomore,6-3,,"Naperville, Ill.",,https://longbeachstate.com/sports/mens-water-polo/roster/joe-jenness/9527,https://longbeachstate.com/sports/mens-water-polo/roster,,,,
2025,Long Beach State,Sergi Ramon,1B,Goalie,Sophomore,5-11,,"Barcelona, Spain",,https://longbeachstate.com/sports/mens-water-polo/roster/sergi-ramon/9536,https://longbeachstate.com/sports/mens-water-polo/roster,,,,
2025,Long Beach State,Alexander Makshanoff,2,Defender,Junior,6-3,,"San Clemente, Calif.",,https://longbeachstate.com/sports/mens-water-polo/roster/alexander-makshanoff/9531,https://longbeachstate.com/sports/mens-water-polo/roster,,,,
2025,Long Beach State,Toring Stanley,3,Utility,Senior,6-0,,"Yorba Linda, Calif.",,https://longbeachstate.com/sports/mens-water-polo/roster/toring-stanley/9543,https://longbeachstate.com/sports/mens-water-polo/roster,,,,
2025,Long Beach State,Corbin Stanley,4,Center,Sophomore,6-4,,"Yorba Linda, Calif.",,https://longbeachstate.com/sports/mens-water-polo/roster/corbin-stanley/9539,https://longbeachstate.com/sports/mens-water-polo/roster,,,,
2025,Long Beach State,Marc Frigola Navarro,5,Utility,Junior,6-5,,"Barcelona, Spain",,https://longbeachstate.com/sports/mens-water-polo/roster/marc-frigola-navarro/9522,https://longbeachstate.com/sports/mens-water-polo/roster,,,,
2025,Long Beach State,Caleb Francisco,6,Attacker,Junior,6-3,,"Long Beach, Calif.",,https://longbeachstate.com/sports/mens-water-polo/roster/caleb-francisco/9521,https://longbeachstate.com/sports/mens-water-polo/roster,,,,
2025,Long Beach State,Botond Hajdu,7,Center,Senior,6-3,,"Eger, Hungary",,https://longbeachstate.com/sports/mens-water-polo/roster/botond-hajdu/9525,https://longbeachstate.com/sports/mens-water-polo/roster,,,,
2025,Long Beach State,Harper Stewart,8,Attacker,Sophomore,5-11,,"Sydney, Australia",,https://longbeachstate.com/sports/mens-water-polo/roster/harper-stewart/9540,https://longbeachstate.com/sports/mens-water-polo/roster,,,,
2025,Long Beach State,Itai Roth,9,Driver,Senior,6-5,,"Hagor, Israel",,https://longbeachstate.com/sports/mens-water-polo/roster/itai-roth/9537,https://longbeachstate.com/sports/mens-water-polo/roster,,,,
2025,Long Beach State,Jason O'Donnell,10,Defender,Graduate Student,6-4,,"Montreal, Quebec",,https://longbeachstate.com/sports/mens-water-polo/roster/jason-odonnell/9535,https://longbeachstate.com/sports/mens-water-polo/roster,,,,
2025,Long Beach State,Artur Diaz,11,Utility,Sophomore,6-1,,"Sao Paulo, Brazil",,https://longbeachstate.com/sports/mens-water-polo/roster/artur-diaz/9520,https://longbeachstate.com/sports/mens-water-polo/roster,,,,
2025,Long Beach State,Oliv r Sud r,12,Attacker,Sophomore,6-1,,"Budapest, Hungary",,https://longbeachstate.com/sports/mens-water-polo/roster/olivr-sudr/9545,https://longbeachstate.com/sports/mens-water-polo/roster,,,,
2025,Long Beach State,Keegan Moore,15,Attacker,Sophomore,6-1,,"Elk Grove, Calif.",,https://longbeachstate.com/sports/mens-water-polo/roster/keegan-moore/9534,https://longbeachstate.com/sports/mens-water-polo/roster,,,,
2025,Long Beach State,Konstantinos Kapragkos,16,Attacker,Sophomore,5-11,,"Thessaloniki, Greece",,https://longbeachstate.com/sports/mens-water-polo/roster/konstantinos-kapragkos/9529,https://longbeachstate.com/sports/mens-water-polo/roster,,,,
2025,Long Beach State,Michael Soybel,17,Attacker,Sophomore,6-1,,"Encino, Calif.",,https://longbeachstate.com/sports/mens-water-polo/roster/michael-soybel/9538,https://longbeachstate.com/sports/mens-water-polo/roster,,,,
2025,Long Beach State,Jovan Mandic,18,Attacker,Sophomore,6-0,,"Belgrade, Serbia",,https://longbeachstate.com/sports/mens-water-polo/roster/jovan-mandic/9533,https://longbeachstate.com/sports/mens-water-polo/roster,,,,
2025,Long Beach State,Zal n Nagy,20,Defender,Freshman,6-1,,"Budapest, Hungary",,https://longbeachstate.com/sports/mens-water-polo/roster/zaln-nagy/9546,https://longbeachstate.com/sports/mens-water-polo/roster,,,,
2025,Long Beach State,Gabi Acosta,21,Center,Sophomore,6-4,,"Barcelona, Spain",,https://longbeachstate.com/sports/mens-water-polo/roster/gabi-acosta/9516,https://longbeachstate.com/sports/mens-water-polo/roster,,,,
2025,Long Beach State,Alec Johnson,22,Center,Senior,6-3,,"Windermere, Fla.",,https://longbeachstate.com/sports/mens-water-polo/roster/alec-johnson/9528,https://longbeachstate.com/sports/mens-water-polo/roster,,,,
2025,Long Beach State,Sandro Pueyo Caballero,23,Attacker,Senior,6-2,,"Barcelona, Spain",,https://longbeachstate.com/sports/mens-water-polo/roster/sandro-pueyo-caballero/9753,https://longbeachstate.com/sports/mens-water-polo/roster,,,,
2025,Long Beach State,Ash Keshvara,24,Attacker,Redshirt Freshman,6-0,,"Auckland, New Zealand",,https://longbeachstate.com/sports/mens-water-polo/roster/ash-keshvara/9530,https://longbeachstate.com/sports/mens-water-polo/roster,,,,
2025,Long Beach State,Chase Krupitzer,,Attacker,Redshirt,6-4,,"Mountain View, Calif.",,https://longbeachstate.com/sports/mens-water-polo/roster/chase-krupitzer/9547,https://longbeachstate.com/sports/mens-water-polo/roster,,,,
2025,Long Beach State,Ivan Zivaljevic,,Defender,Redshirt,6-3,,"Dallas, Texas",,https://longbeachstate.com/sports/mens-water-polo/roster/ivan-zivaljevic/9548,https://longbeachstate.com/sports/mens-water-polo/roster,,,,
2025,San Jose State,Aidan Johnson Season,,,,,,,,https://sjsuspartans.com/sports/mens-water-polo/roster/player/aidan-johnson,https://sjsuspartans.com/sports/mens-water-polo/roster,,,,
2025,San Jose State,Alexey Poletaev Season,,,,,,,,https://sjsuspartans.com/sports/mens-water-polo/roster/player/alexey-poletaev,https://sjsuspartans.com/sports/mens-water-polo/roster,,,,
2025,San Jose State,Bence Kristok Season,,,,,,,,https://sjsuspartans.com/sports/mens-water-polo/roster/player/bence-kristok,https://sjsuspartans.com/sports/mens-water-polo/roster,,,,
2025,San Jose State,Brendon Gyapjas Season,,,,,,,,https://sjsuspartans.com/sports/mens-water-polo/roster/player/brendon-gyapjas,https://sjsuspartans.com/sports/mens-water-polo/roster,,,,
2025,San Jose State,Declan Goldstein Season,,,,,,,,https://sjsuspartans.com/sports/mens-water-polo/roster/player/declan-goldstein,https://sjsuspartans.com/sports/mens-water-polo/roster,,,,
2025,San Jose State,Erik Duesund Season,,,,,,,,https://sjsuspartans.com/sports/mens-water-polo/roster/player/erik-duesund,https://sjsuspartans.com/sports/mens-water-polo/roster,,,,
2025,San Jose State,Giancarlo Marquez Season,,,,,,,,https://sjsuspartans.com/sports/mens-water-polo/roster/player/giancarlo-marquez,https://sjsuspartans.com/sports/mens-water-polo/roster,,,,
2025,San Jose State,L szl Szieben Season,,,,,,,,https://sjsuspartans.com/sports/mens-water-polo/roster/player/laszlo-szieben,https://sjsuspartans.com/sports/mens-water-polo/roster,,,,
2025,San Jose State,Liam Dodunski Season,,,,,,,,https://sjsuspartans.com/sports/mens-water-polo/roster/player/liam-dodunski,https://sjsuspartans.com/sports/mens-water-polo/roster,,,,
2025,San Jose State,Louis Fehrensen Season,,,,,,,,https://sjsuspartans.com/sports/mens-water-polo/roster/player/louis-fehrensen,https://sjsuspartans.com/sports/mens-water-polo/roster,,,,
2025,San Jose State,Luke Burns Season,,,,,,,,https://sjsuspartans.com/sports/mens-water-polo/roster/player/luke-burns,https://sjsuspartans.com/sports/mens-water-polo/roster,,,,
2025,San Jose State,Mael Suchet Season,,,,,,,,https://sjsuspartans.com/sports/mens-water-polo/roster/player/mael-suchet,https://sjsuspartans.com/sports/mens-water-polo/roster,,,,
2025,San Jose State,Maro Tiozzo Season,,,,,,,,https://sjsuspartans.com/sports/mens-water-polo/roster/player/maro-tiozzo,https://sjsuspartans.com/sports/mens-water-polo/roster,,,,
2025,San Jose State,Mateja Bosi Season,,,,,,,,https://sjsuspartans.com/sports/mens-water-polo/roster/player/mateja-bosic,https://sjsuspartans.com/sports/mens-water-polo/roster,,,,
2025,San Jose State,Mattin Sarhaddi Season,,,,,,,,https://sjsuspartans.com/sports/mens-water-polo/roster/player/mattin-sarhaddi,https://sjsuspartans.com/sports/mens-water-polo/roster,,,,
2025,San Jose State,Michael Minera Season,,,,,,,,https://sjsuspartans.com/sports/mens-water-polo/roster/player/michael-minera,https://sjsuspartans.com/sports/mens-water-polo/roster,,,,
2025,San Jose State,Mitchell Keightley Season,,,,,,,,https://sjsuspartans.com/sports/mens-water-polo/roster/player/mitchell-keightley,https://sjsuspartans.com/sports/mens-water-polo/roster,,,,
2025,San Jose State,Nathan Correia Season,,,,,,,,https://sjsuspartans.com/sports/mens-water-polo/roster/player/nathan-correia,https://sjsuspartans.com/sports/mens-water-polo/roster,,,,
2025,San Jose State,Ryder Adams Season,,,,,,,,https://sjsuspartans.com/sports/mens-water-polo/roster/player/ryder-adams,https://sjsuspartans.com/sports/mens-water-polo/roster,,,,
2025,San Jose State,Sam Keightley Season,,,,,,,,https://sjsuspartans.com/sports/mens-water-polo/roster/player/sam-keightley,https://sjsuspartans.com/sports/mens-water-polo/roster,,,,
2025,San Jose State,Samu Biros Season,,,,,,,,https://sjsuspartans.com/sports/mens-water-polo/roster/player/samu-biros,https://sjsuspartans.com/sports/mens-water-polo/roster,,,,
2025,San Jose State,Zach Ramans Season,,,,,,,,https://sjsuspartans.com/sports/mens-water-polo/roster/player/zach-ramans,https://sjsuspartans.com/sports/mens-water-polo/roster,,,,
2025,San Jose State,Zalan Hegedus Season,,,,,,,,https://sjsuspartans.com/sports/mens-water-polo/roster/player/zalan-hegedus,https://sjsuspartans.com/sports/mens-water-polo/roster,,,,
2025,San Jose State,Brad Fry,,,,,,,,https://sjsuspartans.com/sports/mens-water-polo/roster/season/2025/staff/brad-fry,https://sjsuspartans.com/sports/mens-water-polo/roster,,,,
2025,San Jose State,Gabor Sarusi,,,,,,,,https://sjsuspartans.com/sports/mens-water-polo/roster/season/2025/staff/gabor-sarusi,https://sjsuspartans.com/sports/mens-water-polo/roster,,,,
2025,Pacific,Kiss Gergely,1,"GK GK 6'0""",Fr.,6-0,,"Budapest, Hungary",,https://pacifictigers.com/sports/mens-water-polo/roster/kiss-gergely/5819,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Kiss Gergely,1,"GK GK 6'0""",Fr.,6-0,,"Budapest, Hungary",,https://pacifictigers.com/sports/mens-water-polo/roster/kiss-gergely/5819,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,A Benjamin Gronbach,1A,"GK 6'2""",Jr.,6-2,,"Oakland, Calif.",,https://pacifictigers.com/sports/mens-water-polo/roster/benjamin-gronbach/5806,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,A Benjamin Gronbach,1A,"GK 6'2""",Jr.,6-2,,"Oakland, Calif.",,https://pacifictigers.com/sports/mens-water-polo/roster/benjamin-gronbach/5806,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,B Eli Sternweiler,1B,"GK 6'1""",Sr.,6-1,,"Chicago, Ill.",,https://pacifictigers.com/sports/mens-water-polo/roster/eli-sternweiler/5815,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,B Eli Sternweiler,1B,"GK 6'1""",Sr.,6-1,,"Chicago, Ill.",,https://pacifictigers.com/sports/mens-water-polo/roster/eli-sternweiler/5815,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Declan McJilton,2,"ATT 6'3""",Gr.,6-3,,"Seattle, Wash.",,https://pacifictigers.com/sports/mens-water-polo/roster/declan-mcjilton/5808,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Declan McJilton,2,"ATT 6'3""",Gr.,6-3,,"Seattle, Wash.",,https://pacifictigers.com/sports/mens-water-polo/roster/declan-mcjilton/5808,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Noah Wendt,3,"ATT ATT 6'1""",Jr.,6-1,,"Winnetka, Ill",,https://pacifictigers.com/sports/mens-water-polo/roster/noah-wendt/5818,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Noah Wendt,3,"ATT ATT 6'1""",Jr.,6-1,,"Winnetka, Ill",,https://pacifictigers.com/sports/mens-water-polo/roster/noah-wendt/5818,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Apostolos Georgaras,4,"ATT ATT 6'1""",Fr.,6-1,,"Patras, Greece",,https://pacifictigers.com/sports/mens-water-polo/roster/apostolos-georgaras/5820,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Apostolos Georgaras,4,"ATT ATT 6'1""",Fr.,6-1,,"Patras, Greece",,https://pacifictigers.com/sports/mens-water-polo/roster/apostolos-georgaras/5820,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Petar Popovic,5,"WING WING 6'1""",Fr.,6-1,,"Herceg Novi, Montenegro",,https://pacifictigers.com/sports/mens-water-polo/roster/petar-popovic/5821,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Petar Popovic,5,"WING WING 6'1""",Fr.,6-1,,"Herceg Novi, Montenegro",,https://pacifictigers.com/sports/mens-water-polo/roster/petar-popovic/5821,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Brody Biedermann,6,"ATT ATT 6'3""",Fr.,6-3,,"Ripon, Calif.",,https://pacifictigers.com/sports/mens-water-polo/roster/brody-biedermann/5822,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Brody Biedermann,6,"ATT ATT 6'3""",Fr.,6-3,,"Ripon, Calif.",,https://pacifictigers.com/sports/mens-water-polo/roster/brody-biedermann/5822,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Ethan Carrington,7,"ATT ATT 6'3""",Jr.,6-3,,"Tauranga, New Zealand",,https://pacifictigers.com/sports/mens-water-polo/roster/ethan-carrington/5823,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Ethan Carrington,7,"ATT ATT 6'3""",Jr.,6-3,,"Tauranga, New Zealand",,https://pacifictigers.com/sports/mens-water-polo/roster/ethan-carrington/5823,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Manuel Pembertty,8,"ATT 6'2""",Gr.,6-2,,"Greenwich, Conn.",,https://pacifictigers.com/sports/mens-water-polo/roster/manuel-pembertty/5811,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Manuel Pembertty,8,"ATT 6'2""",Gr.,6-2,,"Greenwich, Conn.",,https://pacifictigers.com/sports/mens-water-polo/roster/manuel-pembertty/5811,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Tamas Otto Voros,9,"DEF DEF 6'2""",Fr.,6-2,,"Kaposvar, Hungary",,https://pacifictigers.com/sports/mens-water-polo/roster/tamas-otto-voros/5824,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Tamas Otto Voros,9,"DEF DEF 6'2""",Fr.,6-2,,"Kaposvar, Hungary",,https://pacifictigers.com/sports/mens-water-polo/roster/tamas-otto-voros/5824,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Yoav Rendler,10,"ATT ATT 6'0""",So.,6-0,,"Beit Lehem HaGlilit, Israel",,https://pacifictigers.com/sports/mens-water-polo/roster/yoav-rendler/5813,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Yoav Rendler,10,"ATT ATT 6'0""",So.,6-0,,"Beit Lehem HaGlilit, Israel",,https://pacifictigers.com/sports/mens-water-polo/roster/yoav-rendler/5813,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Ori Buzaglo,11,"CTR CTR 6'1""",So.,6-1,,"Kibbutz Shamir, Israel",,https://pacifictigers.com/sports/mens-water-polo/roster/ori-buzaglo/5804,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Ori Buzaglo,11,"CTR CTR 6'1""",So.,6-1,,"Kibbutz Shamir, Israel",,https://pacifictigers.com/sports/mens-water-polo/roster/ori-buzaglo/5804,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Borisz Kasa-Gal,12,"UTL UTL 6'6""",Fr.,6-6,,"Budapest, Hungary",,https://pacifictigers.com/sports/mens-water-polo/roster/borisz-kasa-gal/5825,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Borisz Kasa-Gal,12,"UTL UTL 6'6""",Fr.,6-6,,"Budapest, Hungary",,https://pacifictigers.com/sports/mens-water-polo/roster/borisz-kasa-gal/5825,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Filip Norell,13,"UTL 6'3""",Gr.,6-3,,"Old Greenwich, Conn.",,https://pacifictigers.com/sports/mens-water-polo/roster/filip-norell/5810,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Filip Norell,13,"UTL 6'3""",Gr.,6-3,,"Old Greenwich, Conn.",,https://pacifictigers.com/sports/mens-water-polo/roster/filip-norell/5810,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Daniel Viscia,14,"ATT 5'10""",5th,5-10,,"Walnut Creek, Calif.",,https://pacifictigers.com/sports/mens-water-polo/roster/daniel-viscia/5816,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Daniel Viscia,14,"ATT 5'10""",5th,5-10,,"Walnut Creek, Calif.",,https://pacifictigers.com/sports/mens-water-polo/roster/daniel-viscia/5816,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Saul Biddle,15,"ATT ATT 6'0""",Fr.,6-0,,"Las Vegas, Nev.",,https://pacifictigers.com/sports/mens-water-polo/roster/saul-biddle/5826,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Saul Biddle,15,"ATT ATT 6'0""",Fr.,6-0,,"Las Vegas, Nev.",,https://pacifictigers.com/sports/mens-water-polo/roster/saul-biddle/5826,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
2025,Pacific,Alek Newman,16,"CTR 6'6""",Sr.,6-6,,"Dana Point, Calif.",,https://pacifictigers.com/sports/mens-water-polo/roster/alek-newman/5809,https://pacifictigers.com/sports/mens-water-polo/roster,Season Record Overall 15-8 PCT .652 Conf 5-1 PCT .833 Streak L3 Home 3-2 Away 3-4 Neutral 9-2,18,8,
