season,school,player_name,jersey_number,position,class_year,height,weight,hometown,high_school,profile_url,roster_url,team_record_2025,team_w_2025,team_l_2025,team_t_2025,name,swimcloud_url,swimcloud_50free_time,swimcloud_50free_course,swimcloud_50free_note,swimcloud_high_school,swimcloud_grad_year
2025,UC Davis,Oliver Wilmink,,205 lbs,Rs.,,205.0,"Paradise Valley, Ariz.",Phoenix Country Day,https://ucdavisaggies.com/sports/mens-water-polo/roster/oliver-wilmink/20015,https://ucdavisaggies.com/sports/mens-water-polo/roster,Season Record Overall 15-13 PCT .536 Conf 3-2 PCT .600 Streak L1 Home 2-4 Away 5-4 Neutral 8-5,15.0,13.0,,Oliver Wilmink,,,,,,
2025,UC Davis,Cassius Wolf,,"Center CTR 6'4"" 220 lbs",Rs.,6-4,220.0,"Soquel, Calif.",Soquel,https://ucdavisaggies.com/sports/mens-water-polo/roster/cassius-wolf/20165,https://ucdavisaggies.com/sports/mens-water-polo/roster,Season Record Overall 15-13 PCT .536 Conf 3-2 PCT .600 Streak L1 Home 2-4 Away 5-4 Neutral 8-5,15.0,13.0,,Cassius Wolf,,,,,,
2025,UC Davis,Cassius Wolf,,"Center CTR 6'4"" 220 lbs",Rs.,6-4,220.0,"Soquel, Calif.",Soquel,https://ucdavisaggies.com/sports/mens-water-polo/roster/cassius-wolf/20165,https://ucdavisaggies.com/sports/mens-water-polo/roster,Season Record Overall 15-13 PCT .536 Conf 3-2 PCT .600 Streak L1 Home 2-4 Away 5-4 Neutral 8-5,15.0,13.0,,Cassius Wolf,,,,,,
2025,UC Santa Barbara,Finn Byrne,1,"Goalkeeper GK 6'2"" 185 lbs",R-So.,6-2,,"Atherton, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/finn-byrne/7606,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Finn Byrne,,,,,,
2025,UC Santa Barbara,Finn Byrne,1,"Goalkeeper GK 6'2"" 185 lbs",R-So.,6-2,,"Atherton, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/finn-byrne/7606,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Finn Byrne,,,,,,
2025,UC Santa Barbara,Haakon Lacy,1,"Goalkeeper GK 6'4"" 195 lbs",R-Fr.,6-4,,"San Anselmo, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/haakon-lacy/7589,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Haakon Lacy,,,,,,
2025,UC Santa Barbara,Haakon Lacy,1,"Goalkeeper GK 6'4"" 195 lbs",R-Fr.,6-4,,"San Anselmo, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/haakon-lacy/7589,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Haakon Lacy,,,,,,
2025,UC Santa Barbara,Levi Lentin,1,"Goalkeeper GK 6'4"" 198 lbs",R-Sr.,6-4,,"La Jolla, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/levi-lentin/7591,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Levi Lentin,,,,,,
2025,UC Santa Barbara,Levi Lentin,1,"Goalkeeper GK 6'4"" 198 lbs",R-Sr.,6-4,,"La Jolla, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/levi-lentin/7591,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Levi Lentin,,,,,,
2025,UC Santa Barbara,Wyatt Pieretti,1,"Goalkeeper GK 6'3"" 190 lbs",R-Jr.,6-3,,"Santa Barbara, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/wyatt-pieretti/7596,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Wyatt Pieretti,,,,,,
2025,UC Santa Barbara,Wyatt Pieretti,1,"Goalkeeper GK 6'3"" 190 lbs",R-Jr.,6-3,,"Santa Barbara, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/wyatt-pieretti/7596,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Wyatt Pieretti,,,,,,
2025,UC Santa Barbara,Kai Ross,2,"Center C 6'7"" 225 lbs",So.,6-7,,"Westport, Conn.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/kai-ross/7601,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Kai Ross,,,,,,
2025,UC Santa Barbara,Kai Ross,2,"Center C 6'7"" 225 lbs",So.,6-7,,"Westport, Conn.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/kai-ross/7601,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Kai Ross,,,,,,
2025,UC Santa Barbara,Charlie Johnson,3,"Attacker ATT 6'1"" 195 lbs",Fr.,6-1,,"Manhattan Beach, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/charlie-johnson/7605,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Charlie Johnson,,,,,,
2025,UC Santa Barbara,Charlie Johnson,3,"Attacker ATT 6'1"" 195 lbs",Fr.,6-1,,"Manhattan Beach, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/charlie-johnson/7605,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Charlie Johnson,,,,,,
2025,UC Santa Barbara,Ryan McManigal,4,"Attacker ATT 6'3"" 190 lbs",R-Jr.,6-3,,"Newport Beach, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/ryan-mcmanigal/7593,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Ryan McManigal,,,,,,
2025,UC Santa Barbara,Ryan McManigal,4,"Attacker ATT 6'3"" 190 lbs",R-Jr.,6-3,,"Newport Beach, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/ryan-mcmanigal/7593,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Ryan McManigal,,,,,,
2025,UC Santa Barbara,Landon Lassahn,5,"Utility UTL 6'6"" 215 lbs",R-So.,6-6,,"Solvang, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/landon-lassahn/7590,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Landon Lassahn,,,,,,
2025,UC Santa Barbara,Landon Lassahn,5,"Utility UTL 6'6"" 215 lbs",R-So.,6-6,,"Solvang, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/landon-lassahn/7590,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Landon Lassahn,,,,,,
2025,UC Santa Barbara,Kyle Rosenblatt,6,"Utility UTL 6'3"" 205 lbs",R-Jr.,6-3,,"Lafeyette, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/kyle-rosenblatt/7600,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Kyle Rosenblatt,,,,,,
2025,UC Santa Barbara,Kyle Rosenblatt,6,"Utility UTL 6'3"" 205 lbs",R-Jr.,6-3,,"Lafeyette, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/kyle-rosenblatt/7600,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Kyle Rosenblatt,,,,,,
2025,UC Santa Barbara,Griffin Pieretti,7,"Attacker ATT 6'0"" 185 lbs",R-Jr.,6-0,,"Santa Barbara, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/griffin-pieretti/7595,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Griffin Pieretti,,,,,,
2025,UC Santa Barbara,Griffin Pieretti,7,"Attacker ATT 6'0"" 185 lbs",R-Jr.,6-0,,"Santa Barbara, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/griffin-pieretti/7595,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Griffin Pieretti,,,,,,
2025,UC Santa Barbara,Sam McKenzie,8,"Utility UTL 6'6"" 220 lbs",Sr.,6-6,,"Adelaide, Australia",,https://ucsbgauchos.com/sports/mens-water-polo/roster/sam-mckenzie/7592,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Sam McKenzie,,,,,,
2025,UC Santa Barbara,Sam McKenzie,8,"Utility UTL 6'6"" 220 lbs",Sr.,6-6,,"Adelaide, Australia",,https://ucsbgauchos.com/sports/mens-water-polo/roster/sam-mckenzie/7592,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Sam McKenzie,,,,,,
2025,UC Santa Barbara,Sean O'Brien,9,"Attacker ATT 5'11"" 180 lbs",R-Jr.,5-11,,"Santa Barbara, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/sean-o-brien/7594,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Sean O'Brien,,,,,,
2025,UC Santa Barbara,Sean O'Brien,9,"Attacker ATT 5'11"" 180 lbs",R-Jr.,5-11,,"Santa Barbara, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/sean-o-brien/7594,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Sean O'Brien,,,,,,
2025,UC Santa Barbara,Camren Simoncelli,10,"Center C 6'5"" 220 lbs",R-Fr.,6-5,,"Newport Beach, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/camren-simoncelli/7603,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Camren Simoncelli,,,,,,
2025,UC Santa Barbara,Camren Simoncelli,10,"Center C 6'5"" 220 lbs",R-Fr.,6-5,,"Newport Beach, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/camren-simoncelli/7603,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Camren Simoncelli,,,,,,
2025,UC Santa Barbara,Billy Rankin,11,"Attacker ATT 6'0"" 190 lbs",R-Jr.,6-0,,"Newport Beach, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/billy-rankin/7597,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Billy Rankin,,,,,,
2025,UC Santa Barbara,Billy Rankin,11,"Attacker ATT 6'0"" 190 lbs",R-Jr.,6-0,,"Newport Beach, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/billy-rankin/7597,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Billy Rankin,,,,,,
2025,UC Santa Barbara,Tyler Roller,12,"Attacker ATT 6'1"" 185 lbs",R-Fr.,6-1,,"Cupertino, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/tyler-roller/7599,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Tyler Roller,,,,,,
2025,UC Santa Barbara,Tyler Roller,12,"Attacker ATT 6'1"" 185 lbs",R-Fr.,6-1,,"Cupertino, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/tyler-roller/7599,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Tyler Roller,,,,,,
2025,UC Santa Barbara,Thomas Colpo,13,"Attacker ATT 5'10"" 175 lbs",Jr.,5-10,,"Moraga, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/thomas-colpo/7610,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Thomas Colpo,,,,,,
2025,UC Santa Barbara,Thomas Colpo,13,"Attacker ATT 5'10"" 175 lbs",Jr.,5-10,,"Moraga, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/thomas-colpo/7610,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Thomas Colpo,,,,,,
2025,UC Santa Barbara,Luke Redoutey,15,"Defender/Utility DEF/UTL 6'1"" 195 lbs",Sr.,6-1,,"Costa Mesa, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/luke-redoutey/7598,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Luke Redoutey,,,,,,
2025,UC Santa Barbara,Luke Redoutey,15,"Defender/Utility DEF/UTL 6'1"" 195 lbs",Sr.,6-1,,"Costa Mesa, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/luke-redoutey/7598,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Luke Redoutey,,,,,,
2025,UC Santa Barbara,William Pezold,16,"Utility UTL 6'5"" 230 lbs",Jr.,6-5,,"Laguna Hills, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/william-pezold/7607,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,William Pezold,,,,,,
2025,UC Santa Barbara,William Pezold,16,"Utility UTL 6'5"" 230 lbs",Jr.,6-5,,"Laguna Hills, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/william-pezold/7607,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,William Pezold,,,,,,
2025,UC Santa Barbara,Danilo Dragovic,20,"Attacker ATT 6'1"" 185 lbs",So.,6-1,,"Budva, Montenegro",,https://ucsbgauchos.com/sports/mens-water-polo/roster/danilo-dragovic/7587,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Danilo Dragovic,,,,,,
2025,UC Santa Barbara,Danilo Dragovic,20,"Attacker ATT 6'1"" 185 lbs",So.,6-1,,"Budva, Montenegro",,https://ucsbgauchos.com/sports/mens-water-polo/roster/danilo-dragovic/7587,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Danilo Dragovic,,,,,,
2025,UC Santa Barbara,Brock Zamanian,21,"Attacker ATT 6'3"" 205 lbs",R-Sr.,6-3,,"Orinda, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/brock-zamanian/7604,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Brock Zamanian,,,,,,
2025,UC Santa Barbara,Brock Zamanian,21,"Attacker ATT 6'3"" 205 lbs",R-Sr.,6-3,,"Orinda, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/brock-zamanian/7604,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Brock Zamanian,,,,,,
2025,UC Santa Barbara,Oliver Sherwood,23,"Attacker ATT 6'0"" 185 lbs",R-Fr.,6-0,,"Orinda, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/oliver-sherwood/7602,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Oliver Sherwood,,,,,,
2025,UC Santa Barbara,Oliver Sherwood,23,"Attacker ATT 6'0"" 185 lbs",R-Fr.,6-0,,"Orinda, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/oliver-sherwood/7602,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Oliver Sherwood,,,,,,
2025,UC Santa Barbara,Finn Genc,41,"Attacker ATT 5'11"" 180 lbs",Jr.,5-11,,"Newport Beach, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/finn-genc/7588,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Finn Genc,,,,,,
2025,UC Santa Barbara,Finn Genc,41,"Attacker ATT 5'11"" 180 lbs",Jr.,5-11,,"Newport Beach, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/finn-genc/7588,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Finn Genc,,,,,,
2025,UC Santa Barbara,Sean Keane,98,"Utility UTL 6'4"" 200 lbs",Fr.,6-4,,"San Diego, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/sean-keane/7609,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Sean Keane,,,,,,
2025,UC Santa Barbara,Sean Keane,98,"Utility UTL 6'4"" 200 lbs",Fr.,6-4,,"San Diego, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/sean-keane/7609,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Sean Keane,,,,,,
2025,UC Santa Barbara,Jake Reinke,99,"Attacker ATT 6'1"" 180 lbs",Fr.,6-1,,"Menlo Park, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/jake-reinke/7608,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Jake Reinke,,,,,,
2025,UC Santa Barbara,Jake Reinke,99,"Attacker ATT 6'1"" 180 lbs",Fr.,6-1,,"Menlo Park, Calif.",,https://ucsbgauchos.com/sports/mens-water-polo/roster/jake-reinke/7608,https://ucsbgauchos.com/sports/mens-water-polo/roster,Season Record Overall 17-14 PCT .548 Conf 3-2 PCT .600 Streak L1 Home 3-1 Away 4-4 Neutral 10-9,17.0,14.0,,Jake Reinke,,,,,,
2025,Long Beach State,William Whitstone,1,Goalie,Junior,6-4,,"San Jose, Calif.",,https://longbeachstate.com/sports/mens-water-polo/roster/william-whitstone/9544,https://longbeachstate.com/sports/mens-water-polo/roster,,,,,William Whitstone,,,,,,
2025,Long Beach State,Joe Jenness,1A,Goalie,Sophomore,6-3,,"Naperville, Ill.",,https://longbeachstate.com/sports/mens-water-polo/roster/joe-jenness/9527,https://longbeachstate.com/sports/mens-water-polo/roster,,,,,Joe Jenness,,,,,,
2025,Long Beach State,Sergi Ramon,1B,Goalie,Sophomore,5-11,,"Barcelona, Spain",,https://longbeachstate.com/sports/mens-water-polo/roster/sergi-ramon/9536,https://longbeachstate.com/sports/mens-water-polo/roster,,,,,Sergi Ramon,,,,,,
2025,Long Beach State,Alexander Makshanoff,2,Defender,Junior,6-3,,"San Clemente, Calif.",,https://longbeachstate.com/sports/mens-water-polo/roster/alexander-makshanoff/9531,https://longbeachstate.com/sports/mens-water-polo/roster,,,,,Alexander Makshanoff,,,,,,
2025,Long Beach State,Toring Stanley,3,Utility,Senior,6-0,,"Yorba Linda, Calif.",,https://longbeachstate.com/sports/mens-water-polo/roster/toring-stanley/9543,https://longbeachstate.com/sports/mens-water-polo/roster,,,,,Toring Stanley,,,,,,
2025,Long Beach State,Corbin Stanley,4,Center,Sophomore,6-4,,"Yorba Linda, Calif.",,https://longbeachstate.com/sports/mens-water-polo/roster/corbin-stanley/9539,https://longbeachstate.com/sports/mens-water-polo/roster,,,,,Corbin Stanley,,,,,,
2025,Long Beach State,Marc Frigola Navarro,5,Utility,Junior,6-5,,"Barcelona, Spain",,https://longbeachstate.com/sports/mens-water-polo/roster/marc-frigola-navarro/9522,https://longbeachstate.com/sports/mens-water-polo/roster,,,,,Marc Frigola Navarro,,,,,,
2025,Long Beach State,Caleb Francisco,6,Attacker,Junior,6-3,,"Long Beach, Calif.",,https://longbeachstate.com/sports/mens-water-polo/roster/caleb-francisco/9521,https://longbeachstate.com/sports/mens-water-polo/roster,,,,,Caleb Francisco,,,,,,
2025,Long Beach State,Botond Hajdu,7,Center,Senior,6-3,,"Eger, Hungary",,https://longbeachstate.com/sports/mens-water-polo/roster/botond-hajdu/9525,https://longbeachstate.com/sports/mens-water-polo/roster,,,,,Botond Hajdu,,,,,,
2025,Long Beach State,Harper Stewart,8,Attacker,Sophomore,5-11,,"Sydney, Australia",,https://longbeachstate.com/sports/mens-water-polo/roster/harper-stewart/9540,https://longbeachstate.com/sports/mens-water-polo/roster,,,,,Harper Stewart,,,,,,
2025,Long Beach State,Itai Roth,9,Driver,Senior,6-5,,"Hagor, Israel",,https://longbeachstate.com/sports/mens-water-polo/roster/itai-roth/9537,https://longbeachstate.com/sports/mens-water-polo/roster,,,,,Itai Roth,,,,,,
2025,Long Beach State,Jason O'Donnell,10,Defender,Graduate Student,6-4,,"Montreal, Quebec",,https://longbeachstate.com/sports/mens-water-polo/roster/jason-odonnell/9535,https://longbeachstate.com/sports/mens-water-polo/roster,,,,,Jason O'Donnell,,,,,,
2025,Long Beach State,Artur Diaz,11,Utility,Sophomore,6-1,,"Sao Paulo, Brazil",,https://longbeachstate.com/sports/mens-water-polo/roster/artur-diaz/9520,https://longbeachstate.com/sports/mens-water-polo/roster,,,,,Artur Diaz,,,,,,
2025,Long Beach State,Oliv r Sud r,12,Attacker,Sophomore,6-1,,"Budapest, Hungary",,https://longbeachstate.com/sports/mens-water-polo/roster/olivr-sudr/9545,https://longbeachstate.com/sports/mens-water-polo/roster,,,,,Oliv r Sud r,,,,,,
2025,Long Beach State,Keegan Moore,15,Attacker,Sophomore,6-1,,"Elk Grove, Calif.",,https://longbeachstate.com/sports/mens-water-polo/roster/keegan-moore/9534,https://longbeachstate.com/sports/mens-water-polo/roster,,,,,Keegan Moore,,,,,,
2025,Long Beach State,Konstantinos Kapragkos,16,Attacker,Sophomore,5-11,,"Thessaloniki, Greece",,https://longbeachstate.com/sports/mens-water-polo/roster/konstantinos-kapragkos/9529,https://longbeachstate.com/sports/mens-water-polo/roster,,,,,Konstantinos Kapragkos,,,,,,
2025,Long Beach State,Michael Soybel,17,Attacker,Sophomore,6-1,,"Encino, Calif.",,https://longbeachstate.com/sports/mens-water-polo/roster/michael-soybel/9538,https://longbeachstate.com/sports/mens-water-polo/roster,,,,,Michael Soybel,,,,,,
2025,Long Beach State,Jovan Mandic,18,Attacker,Sophomore,6-0,,"Belgrade, Serbia",,https://longbeachstate.com/sports/mens-water-polo/roster/jovan-mandic/9533,https://longbeachstate.com/sports/mens-water-polo/roster,,,,,Jovan Mandic,,,,,,
2025,Long Beach State,Zal n Nagy,20,Defender,Freshman,6-1,,"Budapest, Hungary",,https://longbeachstate.com/sports/mens-water-polo/roster/zaln-nagy/9546,https://longbeachstate.com/sports/mens-water-polo/roster,,,,,Zal n Nagy,,,,,,
2025,Long Beach State,Gabi Acosta,21,Center,Sophomore,6-4,,"Barcelona, Spain",,https://longbeachstate.com/sports/mens-water-polo/roster/gabi-acosta/9516,https://longbeachstate.com/sports/mens-water-polo/roster,,,,,Gabi Acosta,,,,,,
2025,Long Beach State,Alec Johnson,22,Center,Senior,6-3,,"Windermere, Fla.",,https://longbeachstate.com/sports/mens-water-polo/roster/alec-johnson/9528,https://longbeachstate.com/sports/mens-water-polo/roster,,,,,Alec Johnson,,,,,,
